Source,Target,Type,Id,Label,Weight,batchname
2320584,waffler22,Directed,5027,,1,waffler22_2
waffler22,ooof,Directed,8301,,2,ooof_2
waffler22,wangxm,Directed,8361,,2,waffler22_1
waffler22,wuzhiwo,Directed,8369,,2,waffler22_1
waffler22,1989jasmine,Directed,8142,,1,waffler22_1
waffler22,24hour,Directed,8143,,1,waffler22_1
waffler22,adingwang,Directed,8148,,1,waffler22_1
waffler22,ailibuli,Directed,8149,,1,waffler22_1
waffler22,amoiist,Directed,8153,,1,waffler22_1
waffler22,aq_qdai,Directed,8155,,1,waffler22_1
waffler22,barcalan,Directed,8163,,1,waffler22_1
waffler22,bilizhenren,Directed,8166,,1,waffler22_1
waffler22,cameralife2011,Directed,8176,,1,waffler22_1
waffler22,caonibird,Directed,8177,,1,waffler22_1
waffler22,chengxiao,Directed,8180,,1,waffler22_1
waffler22,chenqitang,Directed,8182,,1,waffler22_1
waffler22,dakan,Directed,8189,,1,waffler22_1
waffler22,doosood,Directed,8195,,1,waffler22_1
waffler22,doufuru,Directed,8196,,1,waffler22_1
waffler22,ebuluo,Directed,8202,,1,waffler22_1
waffler22,ericweek,Directed,8205,,1,waffler22_1
waffler22,faydao,Directed,8207,,1,waffler22_1
waffler22,feixiangdiyiba,Directed,8208,,1,waffler22_1
waffler22,fenng,Directed,8210,,1,waffler22_1
waffler22,flyshow,Directed,8213,,1,waffler22_1
waffler22,fly_hakka,Directed,8214,,1,waffler22_1
waffler22,foxmuldery,Directed,8215,,1,waffler22_1
waffler22,frankfang,Directed,8216,,1,waffler22_1
waffler22,frankzhen,Directed,8217,,1,waffler22_1
waffler22,funpea,Directed,8219,,1,waffler22_1
waffler22,geekinmedia,Directed,8221,,1,waffler22_1
waffler22,gongchen713,Directed,8224,,1,waffler22_1
waffler22,guangzhui,Directed,8226,,1,waffler22_1
waffler22,guao,Directed,8227,,1,waffler22_1
waffler22,hintendo,Directed,8235,,1,waffler22_1
waffler22,hnjhj,Directed,8236,,1,waffler22_1
waffler22,hsqianshuiting,Directed,8239,,1,waffler22_1
waffler22,huangagou,Directed,8240,,1,waffler22_1
waffler22,huubby,Directed,8243,,1,waffler22_1
waffler22,huyong,Directed,8244,,1,waffler22_1
waffler22,im_wower,Directed,8248,,1,waffler22_1
waffler22,isaac,Directed,8249,,1,waffler22_1
waffler22,jessie0816,Directed,8252,,1,waffler22_1
waffler22,jujiu76,Directed,8254,,1,waffler22_1
waffler22,karenmeu,Directed,8258,,1,waffler22_1
waffler22,keso,Directed,8260,,1,waffler22_1
waffler22,kevinou2007,Directed,8261,,1,waffler22_1
waffler22,kgreload,Directed,8262,,1,waffler22_1
waffler22,kunshou,Directed,8265,,1,waffler22_1
waffler22,lee2900,Directed,8268,,1,waffler22_1
waffler22,lefterer,Directed,8269,,1,waffler22_1
waffler22,leftry,Directed,8270,,1,waffler22_1
waffler22,lihuafang,Directed,8275,,1,waffler22_1
waffler22,limuxy,Directed,8276,,1,waffler22_1
waffler22,linglingfa,Directed,8277,,1,waffler22_1
waffler22,liudimouse,Directed,8279,,1,waffler22_1
waffler22,liumiao,Directed,8280,,1,waffler22_1
waffler22,lvzhao,Directed,8285,,1,waffler22_1
waffler22,majunpu,Directed,8286,,1,waffler22_1
waffler22,mathena,Directed,8287,,1,waffler22_1
waffler22,mingxia,Directed,8289,,1,waffler22_1
waffler22,morningx2,Directed,8290,,1,waffler22_1
waffler22,mozhixu,Directed,8291,,1,waffler22_1
waffler22,muziyan,Directed,8294,,1,waffler22_1
waffler22,ndzk,Directed,8296,,1,waffler22_1
waffler22,newsinchina,Directed,8298,,1,waffler22_1
waffler22,andrewyu,Directed,8154,,1,waffler22_1
waffler22,bb8320,Directed,8164,,1,waffler22_1
waffler22,chang_ping,Directed,8179,,1,waffler22_1
waffler22,duanzi,Directed,8198,,1,waffler22_1
waffler22,freemoren,Directed,8218,,1,waffler22_1
waffler22,heqinglian,Directed,8233,,1,waffler22_1
waffler22,lianyue,Directed,8274,,1,waffler22_1
waffler22,mranti,Directed,8292,,1,waffler22_1
waffler22,puzhiqiang,Directed,8305,,1,waffler22_1
waffler22,riku,Directed,8312,,1,waffler22_1
waffler22,steftyn,Directed,8332,,1,waffler22_1
waffler22,vaeann,Directed,8349,,1,waffler22_1
waffler22,virushuo,Directed,8352,,1,waffler22_1
waffler22,wangdan1989,Directed,8354,,1,waffler22_1
waffler22,williamlong,Directed,8366,,1,waffler22_1
waffler22,zhiyongxu,Directed,8389,,1,waffler22_1
waffler22,zuihulu,Directed,8391,,1,waffler22_1
waffler22,richterlee,Directed,8311,,1,waffler22_1
waffler22,roosong,Directed,8313,,1,waffler22_1
waffler22,sanwolfy,Directed,8320,,1,waffler22_1
waffler22,shmyd,Directed,8325,,1,waffler22_1
waffler22,snowb1ind,Directed,8327,,1,waffler22_1
waffler22,spoofchina,Directed,8329,,1,waffler22_1
waffler22,starvii,Directed,8331,,1,waffler22_1
waffler22,stonehoo,Directed,8333,,1,waffler22_1
waffler22,sunlau_cn,Directed,8334,,1,waffler22_1
waffler22,surdark,Directed,8336,,1,waffler22_1
waffler22,symphone,Directed,8339,,1,waffler22_1
waffler22,tiau_net,Directed,8344,,1,waffler22_1
waffler22,tsaomin,Directed,8347,,1,waffler22_1
waffler22,vanvan,Directed,8351,,1,waffler22_1
waffler22,08charterbbs,Directed,8141,,1,waffler22_1
waffler22,4zai,Directed,8144,,1,waffler22_1
waffler22,79ting,Directed,8145,,1,waffler22_1
waffler22,7strang,Directed,8146,,1,waffler22_1
waffler22,aac_,Directed,8147,,1,waffler22_1
waffler22,aisijimoren,Directed,8150,,1,waffler22_1
waffler22,aiweishu,Directed,8151,,1,waffler22_1
waffler22,akid_,Directed,8152,,1,waffler22_1
waffler22,arthur369,Directed,8156,,1,waffler22_1
waffler22,auntbear,Directed,8157,,1,waffler22_1
waffler22,avege,Directed,8158,,1,waffler22_1
waffler22,avshare,Directed,8159,,1,waffler22_1
waffler22,baixiaoci,Directed,8160,,1,waffler22_1
waffler22,baiyi,Directed,8161,,1,waffler22_1
waffler22,bang590,Directed,8162,,1,waffler22_1
waffler22,beichen,Directed,8165,,1,waffler22_1
waffler22,bimawen,Directed,8167,,1,waffler22_1
waffler22,bitinn,Directed,8168,,1,waffler22_1
waffler22,bleutee,Directed,8169,,1,waffler22_1
waffler22,blogtd,Directed,8170,,1,waffler22_1
waffler22,boatman,Directed,8171,,1,waffler22_1
waffler22,boreas,Directed,8172,,1,waffler22_1
waffler22,bruinlu,Directed,8173,,1,waffler22_1
waffler22,buchong,Directed,8174,,1,waffler22_1
waffler22,byconan,Directed,8175,,1,waffler22_1
waffler22,caotama,Directed,8178,,1,waffler22_1
waffler22,chenping123,Directed,8181,,1,waffler22_1
waffler22,coldlava1981,Directed,8183,,1,waffler22_1
waffler22,corndogcn,Directed,8184,,1,waffler22_1
waffler22,cosbeta,Directed,8185,,1,waffler22_1
waffler22,cuiweiping,Directed,8186,,1,waffler22_1
waffler22,cyzbot,Directed,8187,,1,waffler22_1
waffler22,daisycao,Directed,8188,,1,waffler22_1
waffler22,daodao,Directed,8190,,1,waffler22_1
waffler22,dawaiwai,Directed,8191,,1,waffler22_1
waffler22,dbdz,Directed,8192,,1,waffler22_1
waffler22,dianshui,Directed,8193,,1,waffler22_1
waffler22,dongdongqiang,Directed,8194,,1,waffler22_1
waffler22,drunkcatt,Directed,8197,,1,waffler22_1
waffler22,duck__1984,Directed,8199,,1,waffler22_1
waffler22,duowang,Directed,8200,,1,waffler22_1
waffler22,dupola,Directed,8201,,1,waffler22_1
waffler22,echopupu,Directed,8203,,1,waffler22_1
waffler22,enray_tt,Directed,8204,,1,waffler22_1
waffler22,fanxiaowu,Directed,8206,,1,waffler22_1
waffler22,femen,Directed,8209,,1,waffler22_1
waffler22,flyfeather,Directed,8211,,1,waffler22_1
waffler22,flyingpku,Directed,8212,,1,waffler22_1
waffler22,gaodawei,Directed,8220,,1,waffler22_1
waffler22,goldengrape,Directed,8222,,1,waffler22_1
waffler22,gonewater,Directed,8223,,1,waffler22_1
waffler22,gossipsama,Directed,8225,,1,waffler22_1
waffler22,haliyar,Directed,8228,,1,waffler22_1
waffler22,hanunyi,Directed,8229,,1,waffler22_1
waffler22,haojian2,Directed,8230,,1,waffler22_1
waffler22,heejunjin,Directed,8231,,1,waffler22_1
waffler22,heifenbrug,Directed,8232,,1,waffler22_1
waffler22,herolee_cn,Directed,8234,,1,waffler22_1
waffler22,horse,Directed,8237,,1,waffler22_1
waffler22,howardsu,Directed,8238,,1,waffler22_1
waffler22,hugenoize,Directed,8241,,1,waffler22_1
waffler22,huoouh,Directed,8242,,1,waffler22_1
waffler22,iammoogee,Directed,8245,,1,waffler22_1
waffler22,iewoac,Directed,8246,,1,waffler22_1
waffler22,ifanr,Directed,8247,,1,waffler22_1
waffler22,jasontj,Directed,8250,,1,waffler22_1
waffler22,jessetoo,Directed,8251,,1,waffler22_1
waffler22,jiehanzheng,Directed,8253,,1,waffler22_1
waffler22,juliapeng,Directed,8255,,1,waffler22_1
waffler22,kaifulee,Directed,8256,,1,waffler22_1
waffler22,kaka2000cn,Directed,8257,,1,waffler22_1
waffler22,kcome,Directed,8259,,1,waffler22_1
waffler22,kielboat,Directed,8263,,1,waffler22_1
waffler22,korchagin,Directed,8264,,1,waffler22_1
waffler22,langzichn,Directed,8266,,1,waffler22_1
waffler22,laoyang945,Directed,8267,,1,waffler22_1
waffler22,leicanakin,Directed,8271,,1,waffler22_1
waffler22,lengxiaohua,Directed,8272,,1,waffler22_1
waffler22,lennyrotten,Directed,8273,,1,waffler22_1
waffler22,linkeyi,Directed,8278,,1,waffler22_1
waffler22,liunians,Directed,8281,,1,waffler22_1
waffler22,lopakaka,Directed,8282,,1,waffler22_1
waffler22,luobeibei,Directed,8283,,1,waffler22_1
waffler22,lutouse,Directed,8284,,1,waffler22_1
waffler22,mianmaoku,Directed,8288,,1,waffler22_1
waffler22,mrzhangjiannan,Directed,8293,,1,waffler22_1
waffler22,nanzhou,Directed,8295,,1,waffler22_1
waffler22,newchen,Directed,8297,,1,waffler22_1
waffler22,norvisky,Directed,8299,,1,waffler22_1
waffler22,oakvale5,Directed,8300,,1,waffler22_1
waffler22,pangjiaoming,Directed,8302,,1,waffler22_1
waffler22,pengxiaoyun,Directed,8303,,1,waffler22_1
waffler22,pufei,Directed,8304,,1,waffler22_1
waffler22,qiaox,Directed,8306,,1,waffler22_1
waffler22,qiumazha,Directed,8307,,1,waffler22_1
waffler22,rainbear00,Directed,8308,,1,waffler22_1
waffler22,randomyou,Directed,8309,,1,waffler22_1
waffler22,rayche,Directed,8310,,1,waffler22_1
waffler22,roseluqiu,Directed,8314,,1,waffler22_1
waffler22,rtf2,Directed,8315,,1,waffler22_1
waffler22,rtmeme,Directed,8316,,1,waffler22_1
waffler22,rui7905,Directed,8317,,1,waffler22_1
waffler22,s0mk,Directed,8318,,1,waffler22_1
waffler22,sagacity,Directed,8319,,1,waffler22_1
waffler22,scavin,Directed,8321,,1,waffler22_1
waffler22,shantou007,Directed,8322,,1,waffler22_1
waffler22,shifeike,Directed,8323,,1,waffler22_1
waffler22,shixb90,Directed,8324,,1,waffler22_1
waffler22,snaptu,Directed,8326,,1,waffler22_1
waffler22,sospartan,Directed,8328,,1,waffler22_1
waffler22,startime,Directed,8330,,1,waffler22_1
waffler22,sunng,Directed,8335,,1,waffler22_1
waffler22,suzs2s2,Directed,8337,,1,waffler22_1
waffler22,syfjk,Directed,8338,,1,waffler22_1
waffler22,szh100,Directed,8340,,1,waffler22_1
waffler22,taoduanfang,Directed,8341,,1,waffler22_1
waffler22,tdtw,Directed,8342,,1,waffler22_1
waffler22,theodore666hu,Directed,8343,,1,waffler22_1
waffler22,tracybaibai823,Directed,8345,,1,waffler22_1
waffler22,try2feel,Directed,8346,,1,waffler22_1
waffler22,twokeqi,Directed,8348,,1,waffler22_1
waffler22,valerie_guo,Directed,8350,,1,waffler22_1
waffler22,vnnw,Directed,8353,,1,waffler22_1
waffler22,wanghaoxuan,Directed,8355,,1,waffler22_1
waffler22,wangpei,Directed,8356,,1,waffler22_1
waffler22,wangshuo,Directed,8357,,1,waffler22_1
waffler22,wangtiancheng01,Directed,8358,,1,waffler22_1
waffler22,wangwater,Directed,8359,,1,waffler22_1
waffler22,wangxiaoshan,Directed,8360,,1,waffler22_1
waffler22,warrenlol,Directed,8362,,1,waffler22_1
waffler22,weiba,Directed,8363,,1,waffler22_1
waffler22,wglxh,Directed,8364,,1,waffler22_1
waffler22,wh1735,Directed,8365,,1,waffler22_1
waffler22,windyye,Directed,8367,,1,waffler22_1
waffler22,wishyu,Directed,8368,,1,waffler22_1
waffler22,wzx0727,Directed,8370,,1,waffler22_1
waffler22,xdp1999,Directed,8371,,1,waffler22_1
waffler22,xiange,Directed,8372,,1,waffler22_1
waffler22,xiaolai,Directed,8373,,1,waffler22_1
waffler22,xiaoqingchen,Directed,8374,,1,waffler22_1
waffler22,xiaoxiaom,Directed,8375,,1,waffler22_1
waffler22,xiasinet,Directed,8376,,1,waffler22_1
waffler22,xie107,Directed,8377,,1,waffler22_1
waffler22,xiyyes,Directed,8378,,1,waffler22_1
waffler22,yegle,Directed,8379,,1,waffler22_1
waffler22,yimaobuba,Directed,8380,,1,waffler22_1
waffler22,yinxingongzi,Directed,8381,,1,waffler22_1
waffler22,yqz,Directed,8382,,1,waffler22_1
waffler22,yurii_yu,Directed,8383,,1,waffler22_1
waffler22,zashi_,Directed,8384,,1,waffler22_1
waffler22,zgf,Directed,8385,,1,waffler22_1
waffler22,zhaipx,Directed,8386,,1,waffler22_1
waffler22,zhangjialong,Directed,8387,,1,waffler22_1
waffler22,zhaomu,Directed,8388,,1,waffler22_1
waffler22,zokio,Directed,8390,,1,waffler22_1
waffler22,zzyzxd,Directed,8392,,1,waffler22_1
70620101,ooof,Directed,5028,,1,ooof_2
ooof,waffler22,Directed,7322,,2,ooof_1
ooof,wangxm,Directed,7324,,2,ooof_1
ooof,wuzhiwo,Directed,7333,,2,ooof_1
ooof,amoiist,Directed,7201,,1,ooof_1
ooof,angelarche,Directed,7203,,1,ooof_1
ooof,beijing1989,Directed,7208,,1,ooof_1
ooof,bencrox,Directed,7209,,1,ooof_1
ooof,blazingcd,Directed,7210,,1,ooof_1
ooof,bloggerinsight,Directed,7211,,1,ooof_1
ooof,caiwangqin,Directed,7213,,1,ooof_1
ooof,changqingteng,Directed,7215,,1,ooof_1
ooof,chinawinelover,Directed,7219,,1,ooof_1
ooof,cnbloggercon,Directed,7222,,1,ooof_1
ooof,cntom,Directed,7223,,1,ooof_1
ooof,cnumax,Directed,7224,,1,ooof_1
ooof,colorjd,Directed,7225,,1,ooof_1
ooof,davidfeng,Directed,7226,,1,ooof_1
ooof,daxa,Directed,7227,,1,ooof_1
ooof,docamen,Directed,7230,,1,ooof_1
ooof,eduann2018,Directed,7233,,1,ooof_1
ooof,ericyinxu,Directed,7234,,1,ooof_1
ooof,erning,Directed,7235,,1,ooof_1
ooof,faydao,Directed,7237,,1,ooof_1
ooof,fifinder,Directed,7238,,1,ooof_1
ooof,fzhenghu,Directed,7242,,1,ooof_1
ooof,gaochunhui,Directed,7243,,1,ooof_1
ooof,gofeeling,Directed,7245,,1,ooof_1
ooof,guchanghong,Directed,7246,,1,ooof_1
ooof,herock,Directed,7249,,1,ooof_1
ooof,huyong,Directed,7252,,1,ooof_1
ooof,isaac,Directed,7253,,1,ooof_1
ooof,izaobao,Directed,7254,,1,ooof_1
ooof,jeanyim,Directed,7256,,1,ooof_1
ooof,jianshuo,Directed,7257,,1,ooof_1
ooof,jinmeizhang,Directed,7258,,1,ooof_1
ooof,keso,Directed,7261,,1,ooof_1
ooof,kunshou,Directed,7262,,1,ooof_1
ooof,lawyerkai,Directed,7263,,1,ooof_1
ooof,lee2900,Directed,7264,,1,ooof_1
ooof,linfen,Directed,7268,,1,ooof_1
ooof,liudimouse,Directed,7269,,1,ooof_1
ooof,majhemq,Directed,7274,,1,ooof_1
ooof,memedia,Directed,7277,,1,ooof_1
ooof,mitjinwang,Directed,7278,,1,ooof_1
ooof,ngo20,Directed,7281,,1,ooof_1
ooof,oliverding,Directed,7282,,1,ooof_1
ooof,akanehotaru1025,Directed,7199,,1,ooof_1
ooof,aleksoft,Directed,7200,,1,ooof_1
ooof,andrewyu,Directed,7202,,1,ooof_1
ooof,anothr,Directed,7204,,1,ooof_1
ooof,asmile,Directed,7205,,1,ooof_1
ooof,barackobama,Directed,7206,,1,ooof_1
ooof,bb8320,Directed,7207,,1,ooof_1
ooof,cacoocom,Directed,7212,,1,ooof_1
ooof,callofmafia,Directed,7214,,1,ooof_1
ooof,chang_ping,Directed,7216,,1,ooof_1
ooof,chedong,Directed,7217,,1,ooof_1
ooof,chiao,Directed,7218,,1,ooof_1
ooof,cleverpig,Directed,7220,,1,ooof_1
ooof,cluries,Directed,7221,,1,ooof_1
ooof,degewa,Directed,7228,,1,ooof_1
ooof,diigo,Directed,7229,,1,ooof_1
ooof,doraemonshenlu,Directed,7231,,1,ooof_1
ooof,duanzi,Directed,7232,,1,ooof_1
ooof,fanyafeng,Directed,7236,,1,ooof_1
ooof,fonature20,Directed,7239,,1,ooof_1
ooof,forcode,Directed,7240,,1,ooof_1
ooof,freemoren,Directed,7241,,1,ooof_1
ooof,glif,Directed,7244,,1,ooof_1
ooof,hecaitou,Directed,7247,,1,ooof_1
ooof,heqinglian,Directed,7248,,1,ooof_1
ooof,huping1,Directed,7250,,1,ooof_1
ooof,hushuli,Directed,7251,,1,ooof_1
ooof,jason5ng32,Directed,7255,,1,ooof_1
ooof,jjwen1021,Directed,7259,,1,ooof_1
ooof,joi,Directed,7260,,1,ooof_1
ooof,lemoned,Directed,7265,,1,ooof_1
ooof,lianyue,Directed,7266,,1,ooof_1
ooof,limsabeom,Directed,7267,,1,ooof_1
ooof,liujunning,Directed,7270,,1,ooof_1
ooof,livid,Directed,7271,,1,ooof_1
ooof,lixin169,Directed,7272,,1,ooof_1
ooof,luoyonghao,Directed,7273,,1,ooof_1
ooof,maoz,Directed,7275,,1,ooof_1
ooof,meiguocankao,Directed,7276,,1,ooof_1
ooof,mranti,Directed,7279,,1,ooof_1
ooof,mrqiufeng,Directed,7280,,1,ooof_1
ooof,ourdearamy,Directed,7283,,1,ooof_1
ooof,parandroid,Directed,7284,,1,ooof_1
ooof,persianxiaozhao,Directed,7285,,1,ooof_1
ooof,php3780,Directed,7286,,1,ooof_1
ooof,popoever,Directed,7287,,1,ooof_1
ooof,puzhiqiang,Directed,7288,,1,ooof_1
ooof,qiyepu,Directed,7289,,1,ooof_1
ooof,ranyunfei,Directed,7290,,1,ooof_1
ooof,rextiti,Directed,7291,,1,ooof_1
ooof,riku,Directed,7292,,1,ooof_1
ooof,rmack,Directed,7293,,1,ooof_1
ooof,rockngo,Directed,7294,,1,ooof_1
ooof,ruanji,Directed,7295,,1,ooof_1
ooof,sense1993,Directed,7296,,1,ooof_1
ooof,sharism,Directed,7297,,1,ooof_1
ooof,shenzhen_litie,Directed,7298,,1,ooof_1
ooof,shizhao,Directed,7299,,1,ooof_1
ooof,shumeiyu,Directed,7300,,1,ooof_1
ooof,shunz,Directed,7301,,1,ooof_1
ooof,sidekickick,Directed,7302,,1,ooof_1
ooof,sociallearnlab,Directed,7303,,1,ooof_1
ooof,somephie,Directed,7304,,1,ooof_1
ooof,steftyn,Directed,7305,,1,ooof_1
ooof,suavesu,Directed,7306,,1,ooof_1
ooof,susieli1983,Directed,7307,,1,ooof_1
ooof,tedxxiamen,Directed,7308,,1,ooof_1
ooof,tengbiao,Directed,7309,,1,ooof_1
ooof,thecarol,Directed,7310,,1,ooof_1
ooof,theliuyan,Directed,7311,,1,ooof_1
ooof,tianjianping,Directed,7312,,1,ooof_1
ooof,tmnxjl,Directed,7313,,1,ooof_1
ooof,tomzhu,Directed,7314,,1,ooof_1
ooof,truthcn,Directed,7315,,1,ooof_1
ooof,tuite_tips,Directed,7316,,1,ooof_1
ooof,twiyia,Directed,7317,,1,ooof_1
ooof,ustcendy,Directed,7318,,1,ooof_1
ooof,vaeann,Directed,7319,,1,ooof_1
ooof,virushuo,Directed,7320,,1,ooof_1
ooof,vista,Directed,7321,,1,ooof_1
ooof,wangdan1989,Directed,7323,,1,ooof_1
ooof,wenxin,Directed,7325,,1,ooof_1
ooof,wenyunchao,Directed,7326,,1,ooof_1
ooof,williamlong,Directed,7327,,1,ooof_1
ooof,wioletleeand,Directed,7328,,1,ooof_1
ooof,wlixiong,Directed,7329,,1,ooof_1
ooof,wuerkaixi,Directed,7330,,1,ooof_1
ooof,wuti1212,Directed,7331,,1,ooof_1
ooof,wuti1971,Directed,7332,,1,ooof_1
ooof,xiaorf,Directed,7334,,1,ooof_1
ooof,xindanwei,Directed,7335,,1,ooof_1
ooof,xingzou40guo,Directed,7336,,1,ooof_1
ooof,xiuli,Directed,7337,,1,ooof_1
ooof,xying,Directed,7338,,1,ooof_1
ooof,yanghengjun,Directed,7339,,1,ooof_1
ooof,yang_rouchuan,Directed,7340,,1,ooof_1
ooof,yeeyanese,Directed,7341,,1,ooof_1
ooof,yibie,Directed,7342,,1,ooof_1
ooof,yining,Directed,7343,,1,ooof_1
ooof,yisu,Directed,7344,,1,ooof_1
ooof,yuantianpeng,Directed,7345,,1,ooof_1
ooof,yuan_zi,Directed,7346,,1,ooof_1
ooof,zengjinyan,Directed,7347,,1,ooof_1
ooof,zhaohui1973,Directed,7348,,1,ooof_1
ooof,zheng,Directed,7349,,1,ooof_1
ooof,zhengyun,Directed,7350,,1,ooof_1
ooof,zhijunhou,Directed,7351,,1,ooof_1
ooof,zhiyongxu,Directed,7352,,1,ooof_1
ooof,zouxin2000,Directed,7353,,1,ooof_1
ooof,zuihulu,Directed,7354,,1,ooof_1
ooof,zuodao,Directed,7355,,1,ooof_1
ooof,zuola,Directed,7356,,1,ooof_1
08chartrebbs,wangxm,Directed,5029,,1,wangxm_2
wangxm,waffler22,Directed,8859,,1,wangxm_1
wangxm,ooof,Directed,8747,,1,wangxm_1
wangxm,wuzhiwo,Directed,8901,,1,wangxm_1
wangxm,19770220,Directed,8431,,1,wangxm_1
wangxm,24hour,Directed,8432,,1,wangxm_1
wangxm,7id,Directed,8434,,1,wangxm_1
wangxm,84xiaoming,Directed,8435,,1,wangxm_1
wangxm,adingwang,Directed,8437,,1,wangxm_1
wangxm,agaguk,Directed,8438,,1,wangxm_1
wangxm,aiww,Directed,8442,,1,wangxm_1
wangxm,amoiist,Directed,8445,,1,wangxm_1
wangxm,anarchcommunism,Directed,8446,,1,wangxm_1
wangxm,atian328,Directed,8450,,1,wangxm_1
wangxm,babaalin,Directed,8453,,1,wangxm_1
wangxm,BaiqiaoCh,Directed,8455,,1,wangxm_1
wangxm,baofengzhouyu,Directed,8456,,1,wangxm_1
wangxm,Bark_CheekMark,Directed,8458,,1,wangxm_1
wangxm,bettercat,Directed,8465,,1,wangxm_1
wangxm,bingkeer,Directed,8466,,1,wangxm_1
wangxm,bjtime,Directed,8468,,1,wangxm_1
wangxm,boxun,Directed,8469,,1,wangxm_1
wangxm,brqzrz,Directed,8470,,1,wangxm_1
wangxm,caozenghui,Directed,8471,,1,wangxm_1
wangxm,ccres,Directed,8474,,1,wangxm_1
wangxm,CCTV,Directed,8476,,1,wangxm_1
wangxm,cdongd,Directed,8477,,1,wangxm_1
wangxm,changkun,Directed,8480,,1,wangxm_1
wangxm,Charles_Gao,Directed,8482,,1,wangxm_1
wangxm,chen_yunfei,Directed,8486,,1,wangxm_1
wangxm,chq_,Directed,8492,,1,wangxm_1
wangxm,CN1537,Directed,8495,,1,wangxm_1
wangxm,codecx,Directed,8499,,1,wangxm_1
wangxm,cox_1,Directed,8502,,1,wangxm_1
wangxm,DaoWuWei,Directed,8509,,1,wangxm_1
wangxm,davyho,Directed,8512,,1,wangxm_1
wangxm,daxa,Directed,8514,,1,wangxm_1
wangxm,deanwinchest,Directed,8515,,1,wangxm_1
wangxm,ding11,Directed,8520,,1,wangxm_1
wangxm,dongyu87,Directed,8521,,1,wangxm_1
wangxm,duyanpili,Directed,8526,,1,wangxm_1
wangxm,du_ting,Directed,8527,,1,wangxm_1
wangxm,ebuluo,Directed,8528,,1,wangxm_1
wangxm,EnochLu,Directed,8534,,1,wangxm_1
wangxm,fannylawrenC,Directed,8540,,1,wangxm_1
wangxm,felixonmars,Directed,8542,,1,wangxm_1
wangxm,feng37,Directed,8543,,1,wangxm_1
wangxm,FengHaiTao,Directed,8544,,1,wangxm_1
wangxm,FiFinder,Directed,8546,,1,wangxm_1
wangxm,FifthDimen,Directed,8547,,1,wangxm_1
wangxm,flyshow,Directed,8548,,1,wangxm_1
wangxm,forrestjian1988,Directed,8550,,1,wangxm_1
wangxm,free_POC,Directed,8552,,1,wangxm_1
wangxm,funfang,Directed,8554,,1,wangxm_1
wangxm,funkhuang,Directed,8555,,1,wangxm_1
wangxm,fzhenghu,Directed,8556,,1,wangxm_1
wangxm,ganglu,Directed,8557,,1,wangxm_1
wangxm,gao1220,Directed,8558,,1,wangxm_1
wangxm,george1989125,Directed,8561,,1,wangxm_1
wangxm,gjy3,Directed,8564,,1,wangxm_1
wangxm,gnuli2010,Directed,8566,,1,wangxm_1
wangxm,guao,Directed,8570,,1,wangxm_1
wangxm,guchanghong,Directed,8571,,1,wangxm_1
wangxm,GuestsZhen,Directed,8572,,1,wangxm_1
wangxm,guiren_skype,Directed,8573,,1,wangxm_1
wangxm,gzgy123,Directed,8575,,1,wangxm_1
wangxm,hangzj,Directed,8579,,1,wangxm_1
wangxm,haoxinqing,Directed,8581,,1,wangxm_1
wangxm,hatoyamayukio,Directed,8582,,1,wangxm_1
wangxm,hejianye,Directed,8585,,1,wangxm_1
wangxm,herock,Directed,8587,,1,wangxm_1
wangxm,hfcorriez,Directed,8590,,1,wangxm_1
wangxm,Hibrother,Directed,8592,,1,wangxm_1
wangxm,hiok2,Directed,8594,,1,wangxm_1
wangxm,historylong,Directed,8595,,1,wangxm_1
wangxm,HK_SAR,Directed,8596,,1,wangxm_1
wangxm,hq99,Directed,8600,,1,wangxm_1
wangxm,hsin747,Directed,8601,,1,wangxm_1
wangxm,huanghan3,Directed,8603,,1,wangxm_1
wangxm,huangpu123,Directed,8604,,1,wangxm_1
wangxm,hushigen,Directed,8608,,1,wangxm_1
wangxm,huyong,Directed,8610,,1,wangxm_1
wangxm,hz8964,Directed,8612,,1,wangxm_1
wangxm,ifeil,Directed,8614,,1,wangxm_1
wangxm,iHeaven7,Directed,8616,,1,wangxm_1
wangxm,ilooch,Directed,8618,,1,wangxm_1
wangxm,Imniao,Directed,8619,,1,wangxm_1
wangxm,IM_Coaching,Directed,8620,,1,wangxm_1
wangxm,indymediacn,Directed,8622,,1,wangxm_1
wangxm,isaac,Directed,8624,,1,wangxm_1
wangxm,izaobao,Directed,8626,,1,wangxm_1
wangxm,jackboo,Directed,8627,,1,wangxm_1
wangxm,jakysnatasa,Directed,8629,,1,wangxm_1
wangxm,jeanyim,Directed,8631,,1,wangxm_1
wangxm,jincaopi,Directed,8637,,1,wangxm_1
wangxm,kaola,Directed,8646,,1,wangxm_1
wangxm,keso,Directed,8648,,1,wangxm_1
wangxm,kingst,Directed,8650,,1,wangxm_1
wangxm,kunlunfeng2,Directed,8652,,1,wangxm_1
wangxm,kunshou,Directed,8653,,1,wangxm_1
wangxm,L5d,Directed,8656,,1,wangxm_1
wangxm,lackarzhao,Directed,8657,,1,wangxm_1
wangxm,lailiangping,Directed,8658,,1,wangxm_1
wangxm,lanyaxin,Directed,8660,,1,wangxm_1
wangxm,lanzhixue,Directed,8661,,1,wangxm_1
wangxm,lawyerkai,Directed,8663,,1,wangxm_1
