Source,Target,Type,Id,Label,Weight,batchname
wohaishiliang,waffler22,Directed,9069,,1,waffler22_2
wohom,ooof,Directed,9070,,1,ooof_2
wohom,wuzhiwo,Directed,9071,,1,wuzhiwo_2
wolfcat327,ooof,Directed,9074,,1,ooof_2
wolfgangwang,wangxm,Directed,9075,,1,wangxm_2
wonders34,ooof,Directed,9076,,1,ooof_2
wongderfulyu,wuzhiwo,Directed,9077,,1,wuzhiwo_2
wongef,ooof,Directed,9078,,1,ooof_2
wongmeng,ooof,Directed,9079,,1,ooof_2
woochingshan,wangxm,Directed,9080,,1,wangxm_2
wood5741,ooof,Directed,9081,,1,ooof_2
woodymuyue,ooof,Directed,9082,,1,ooof_2
wooparadog,ooof,Directed,9083,,1,ooof_2
wooyaohui,ooof,Directed,9084,,1,ooof_2
wordsarepowerfu,wuzhiwo,Directed,9085,,1,wuzhiwo_2
woshimingren999,wangxm,Directed,9086,,1,wangxm_2
wow2ez,waffler22,Directed,9090,,1,waffler22_2
wow2ez,ooof,Directed,9089,,1,ooof_2
woxiangxiaren,waffler22,Directed,9091,,1,waffler22_2
wp19851026,ooof,Directed,9092,,1,ooof_2
wpdaoyjk,wuzhiwo,Directed,9093,,1,wuzhiwo_2
wqjtc614,waffler22,Directed,9094,,1,waffler22_2
wrbaer,ooof,Directed,9095,,1,ooof_2
wsddan,ooof,Directed,9096,,1,ooof_2
wsliang002,waffler22,Directed,9097,,1,waffler22_2
